,model,test_accuracy,outcome,fit_time,score_time,test_precision,test_recall,test_f1,test_roc_auc
50,l1_feature_selection25_oversample_oversample,0.7752223073529753,ICU admission,30.6428129196167,0.0104022026062011,0.378970189701897,0.575,0.4564971751412429,0.7655877716940436
51,l1_feature_selection30,0.958826539314344,lvef_abnormal,98.46705112457276,0.0124028205871582,0.48,0.1294871794871795,0.2006302521008403,0.7416839705306859
52,l1_feature_selection30,0.929530201342282,In-Hospital Mortality,65.87152671813965,0.0122027397155761,0.4752447552447553,0.2,0.2760687054880603,0.8630575539568346
53,l1_feature_selection30,0.8691996935292888,ICU admission,29.34588918685913,0.015003490447998,0.6791904761904762,0.3666666666666666,0.4746228650228524,0.8248844781815166
54,l1_feature_selection30_oversample_oversample,0.8667210837942546,lvef_abnormal,110.27950038909913,0.0136033535003662,0.1286274509803921,0.3743589743589743,0.1906857280258815,0.6554988855426812
55,l1_feature_selection30_oversample_oversample,0.8449664429530201,In-Hospital Mortality,84.2700186252594,0.012203025817871,0.2251580737249368,0.53,0.3140886769107551,0.8064388489208631
56,l1_feature_selection30_oversample_oversample,0.7758979359661954,ICU admission,45.85592999458313,0.011602783203125,0.3805328818606438,0.575,0.4573575719086555,0.7659494773519164
57,l2_feature_selection5,0.9567310738042446,lvef_abnormal,3.242719268798828,0.0102022647857666,0.32,0.0653846153846153,0.0991596638655462,0.7138933183604717
58,l2_feature_selection5,0.9302013422818792,In-Hospital Mortality,3.1362491130828856,0.0106020927429199,0.4544444444444444,0.11,0.1749195402298851,0.8521942446043165
59,l2_feature_selection5,0.8603515126186994,ICU admission,3.052264451980591,0.011602783203125,0.6715816043027437,0.3041666666666666,0.4130739229215332,0.7894958796526741
60,l2_feature_selection5_oversample_oversample,0.7690480251455862,lvef_abnormal,4.15213794708252,0.0116025924682617,0.0790834845735027,0.4076923076923077,0.1322888315071998,0.6327498936586529
61,l2_feature_selection5_oversample_oversample,0.7798657718120805,In-Hospital Mortality,4.201704692840576,0.0118021011352539,0.1919682664753087,0.71,0.3014967874540775,0.8281654676258992
62,l2_feature_selection5_oversample_oversample,0.7316036312135775,ICU admission,3.79027419090271,0.0116028785705566,0.3372133085167336,0.6666666666666666,0.4478291341742231,0.7716151623250926
63,l2_feature_selection10,0.956733510392047,lvef_abnormal,7.226163339614868,0.0118021011352539,0.3523809523809523,0.0974358974358974,0.1431578947368421,0.716174144590203
64,l2_feature_selection10,0.9288590604026844,In-Hospital Mortality,7.168782329559326,0.0114025115966796,0.44,0.21,0.2838095238095238,0.8529136690647482
65,l2_feature_selection10,0.8651064521371689,ICU admission,6.085488939285279,0.0106021881103515,0.6679296066252588,0.3416666666666667,0.4495817666700207,0.8255928875615286
66,l2_feature_selection10_oversample_oversample,0.8241685144124169,lvef_abnormal,8.064688396453857,0.0116024017333984,0.098536498921608,0.3743589743589743,0.1556783059972608,0.6540120973916594
67,l2_feature_selection10_oversample_oversample,0.8053691275167786,In-Hospital Mortality,8.563183355331422,0.0116025447845458,0.1886742885515647,0.58,0.2837439134136864,0.8067985611510791
68,l2_feature_selection10_oversample_oversample,0.7629565136634858,ICU admission,7.636618518829346,0.0112020969390869,0.3688141473800388,0.6333333333333333,0.4659117405448816,0.7567588214147447
69,l2_feature_selection15,0.9567359469798492,lvef_abnormal,11.089459419250488,0.0122026920318603,0.5,0.0974358974358974,0.1537851037851038,0.7282695455396186
70,l2_feature_selection15,0.925503355704698,In-Hospital Mortality,10.839178609848023,0.0128028869628906,0.3933838383838384,0.19,0.2554785740770168,0.8606474820143883
71,l2_feature_selection15,0.869197371781477,ICU admission,9.388284492492676,0.0128033638000488,0.6815407772304324,0.3625,0.470606971975393,0.8174059786516233
72,l2_feature_selection15_oversample_oversample,0.8499792890036794,lvef_abnormal,13.426520586013794,0.0124030590057373,0.1188903518396606,0.3756410256410257,0.1800715311714167,0.6781307403059228
73,l2_feature_selection15_oversample_oversample,0.8261744966442952,In-Hospital Mortality,14.418856859207152,0.0138107299804687,0.2081050387057896,0.56,0.3019197387880609,0.8058992805755396
74,l2_feature_selection15_oversample_oversample,0.764992686494393,ICU admission,11.436338758468628,0.0130029201507568,0.3650189940778176,0.5875,0.4499721987896571,0.7573261296388474
75,l2_feature_selection20,0.9581321117906484,lvef_abnormal,15.447837972640992,0.0146034717559814,0.5166666666666666,0.1128205128205128,0.1743733390792214,0.7236522723019072
76,l2_feature_selection20,0.9268456375838928,In-Hospital Mortality,15.346859455108644,0.0140035152435302,0.4222222222222222,0.2,0.2679929266136163,0.8558273381294963
77,l2_feature_selection20,0.8685147779248219,ICU admission,16.184718656539918,0.0160033702850341,0.682264557685315,0.3541666666666667,0.4630235930350032,0.821425529561418
78,l2_feature_selection20_oversample_oversample,0.8604346872639557,lvef_abnormal,13.68213472366333,0.0104100704193115,0.1291270133375396,0.391025641025641,0.1935462184873949,0.674844622530754
79,l2_feature_selection20_oversample_oversample,0.8369127516778525,In-Hospital Mortality,13.951449728012085,0.0103782653808593,0.2230212914614811,0.55,0.3147830238616667,0.8056474820143885
80,l2_feature_selection20_oversample_oversample,0.7724942536741659,ICU admission,11.206268072128296,0.010202407836914,0.3759637835733233,0.5875,0.4579199163651348,0.761593523588297
81,l2_feature_selection25,0.9581272386150436,lvef_abnormal,13.72370548248291,0.0106022834777832,0.4066666666666667,0.1282051282051282,0.1911858076563958,0.7248504585438892
82,l2_feature_selection25,0.9281879194630872,In-Hospital Mortality,13.21097183227539,0.0106030464172363,0.4336940836940837,0.2,0.2716790702191147,0.8594244604316547
83,l2_feature_selection25,0.8685194214204455,ICU admission,11.039001846313475,0.0102022647857666,0.6749024753232327,0.3666666666666667,0.4734869134983236,0.8202018002322881
84,l2_feature_selection25_oversample_oversample,0.8653249189834555,lvef_abnormal,15.86206669807434,0.0106025695800781,0.1320574162679426,0.391025641025641,0.1965527544351073,0.6672407227808688
85,l2_feature_selection25_oversample_oversample,0.8463087248322149,In-Hospital Mortality,16.299197149276733,0.0104022502899169,0.2280613233410938,0.53,0.3161370806729824,0.8015107913669064
86,l2_feature_selection25_oversample_oversample,0.7799842121148801,ICU admission,12.969609260559082,0.0102025985717773,0.3865748954410506,0.5791666666666666,0.463227548273626,0.7661019855096509
87,l2_feature_selection30,0.958129675202846,lvef_abnormal,15.115181064605713,0.0106022834777832,0.5133333333333333,0.1615384615384615,0.2384122069880583,0.7347739097885084
88,l2_feature_selection30,0.9315436241610738,In-Hospital Mortality,14.303505468368533,0.0100334167480468,0.4977777777777777,0.22,0.2991083743842365,0.8641726618705036
89,l2_feature_selection30,0.8671588772027583,ICU admission,11.984424495697022,0.0106026172637939,0.6624407850214301,0.3708333333333333,0.4737598692029071,0.8245073557878435
90,l2_feature_selection30_oversample_oversample,0.8660242196827562,lvef_abnormal,17.603829860687256,0.0108025550842285,0.1279607843137255,0.3743589743589743,0.1900851274252809,0.656574175216511
91,l2_feature_selection30_oversample_oversample,0.8456375838926175,In-Hospital Mortality,17.55916233062744,0.010602331161499,0.2258984227466184,0.53,0.3149317964530616,0.8059712230215826
92,l2_feature_selection30_oversample_oversample,0.7758956142183836,ICU admission,13.926179122924804,0.0106025218963623,0.3803200660062892,0.5791666666666666,0.4586666516925557,0.7658659642718877
93,elasticnet_feature_selection5,0.958129675202846,lvef_abnormal,3.125470590591431,0.0110036849975585,0.3,0.032051282051282,0.0571428571428571,0.7247926258656185
94,elasticnet_feature_selection5,0.9335570469798656,In-Hospital Mortality,3.134708452224732,0.0102020740509033,0.5066666666666666,0.1,0.1649064558629776,0.8590287769784173
95,elasticnet_feature_selection5,0.8603422256274523,ICU admission,3.0954987525939943,0.0104029178619384,0.6936602870813396,0.2791666666666667,0.3936436863302535,0.7890207261766495
96,elasticnet_feature_selection5_oversample_oversample,0.7550571379839673,lvef_abnormal,4.379098510742187,0.0098034858703613,0.091368356213041,0.5217948717948718,0.1552366337680429,0.6940580283463496
97,elasticnet_feature_selection5_oversample_oversample,0.763758389261745,In-Hospital Mortality,5.480842113494873,0.0100030899047851,0.1854380653341155,0.74,0.2962473267269334,0.834748201438849
98,elasticnet_feature_selection5_oversample_oversample,0.7615425692461285,ICU admission,3.932887697219849,0.0100031375885009,0.3717293221274438,0.65,0.472395061836274,0.77958029146618
99,elasticnet_feature_selection10,0.958129675202846,lvef_abnormal,6.649364614486695,0.01080322265625,0.3,0.032051282051282,0.0571428571428571,0.734609412485325
100,elasticnet_feature_selection10,0.9335570469798656,In-Hospital Mortality,6.857841396331788,0.01000337600708,0.5142857142857142,0.16,0.2438746438746438,0.8685971223021582
101,elasticnet_feature_selection10,0.8664693181026676,ICU admission,6.275849342346191,0.0100030422210693,0.6947080745341615,0.3208333333333333,0.437805972042481,0.8304873900779824
102,elasticnet_feature_selection10_oversample_oversample,0.7948295606832192,lvef_abnormal,8.927800846099853,0.0100029945373535,0.1068646429506602,0.5051282051282051,0.1759860576041093,0.7147988532149117
103,elasticnet_feature_selection10_oversample_oversample,0.7859060402684565,In-Hospital Mortality,11.013551378250122,0.0102036476135253,0.1985948585948586,0.72,0.3109779049618651,0.8398920863309354
104,elasticnet_feature_selection10_oversample_oversample,0.7683754730561165,ICU admission,7.929197835922241,0.0104039669036865,0.3690917743774525,0.5875,0.4532081023078946,0.7756479177036668
105,elasticnet_feature_selection15,0.958129675202846,lvef_abnormal,10.54253568649292,0.0104036331176757,0.3,0.032051282051282,0.0571428571428571,0.734609412485325
106,elasticnet_feature_selection15,0.9342281879194632,In-Hospital Mortality,12.047649145126345,0.0102026939392089,0.5192857142857144,0.18,0.265984533984534,0.8731294964028777
107,elasticnet_feature_selection15,0.8685124561770099,ICU admission,9.37524003982544,0.0102029800415039,0.7068636194723152,0.3291666666666666,0.4474812614829185,0.8280452546872408
108,elasticnet_feature_selection15_oversample_oversample,0.8115640457103872,lvef_abnormal,13.179145336151125,0.0102037906646728,0.122790173747323,0.5217948717948718,0.197241366228708,0.7403134262331343
109,elasticnet_feature_selection15_oversample_oversample,0.7993288590604027,In-Hospital Mortality,15.74931435585022,0.0100045204162597,0.2106115295724902,0.72,0.3254935752568217,0.8402158273381296
110,elasticnet_feature_selection15_oversample_oversample,0.7676952009472731,ICU admission,11.832756423950196,0.0106044292449951,0.3681478615281432,0.5875,0.4524822595704948,0.7771402992091145
111,elasticnet_feature_selection20,0.958129675202846,lvef_abnormal,14.792024230957033,0.0104042530059814,0.3,0.032051282051282,0.0571428571428571,0.7323019583822504
112,elasticnet_feature_selection20,0.9315436241610738,In-Hospital Mortality,18.640880870819093,0.0102044105529785,0.4442857142857143,0.1399999999999999,0.2112226292226292,0.8757194244604317
113,elasticnet_feature_selection20,0.8691950500336653,ICU admission,12.262348175048828,0.0102048873901367,0.7119360832404311,0.3291666666666666,0.4485767231417604,0.8276063962170234
114,elasticnet_feature_selection20_oversample_oversample,0.8136570746326843,lvef_abnormal,16.97037477493286,0.0106040000915527,0.124287448398741,0.5217948717948718,0.1990943481524446,0.7405562928555629
115,elasticnet_feature_selection20_oversample_oversample,0.8020134228187918,In-Hospital Mortality,19.67879786491394,0.0108041763305664,0.2100426774938035,0.7,0.3226859130205107,0.8397841726618704
116,elasticnet_feature_selection20_oversample_oversample,0.7676952009472731,ICU admission,15.336124229431151,0.0104040145874023,0.3681478615281432,0.5875,0.4524822595704948,0.7771402992091145
117,elasticnet_feature_selection25,0.958129675202846,lvef_abnormal,20.076423025131227,0.0106040954589843,0.3333333333333333,0.0487179487179487,0.0819047619047619,0.7369055178398244
118,elasticnet_feature_selection25,0.9315436241610738,In-Hospital Mortality,24.849202251434328,0.0106039524078369,0.4682539682539682,0.16,0.235738004013866,0.8765107913669066
119,elasticnet_feature_selection25,0.8685147779248217,ICU admission,14.93641667366028,0.0104034423828125,0.7107053140096619,0.325,0.4447262973735265,0.8248505337094187
120,elasticnet_feature_selection25_oversample_oversample,0.8150508028556809,lvef_abnormal,20.05276732444764,0.0102039337158203,0.1250781181100514,0.5217948717948718,0.2000796935132378,0.7410124036547395
121,elasticnet_feature_selection25_oversample_oversample,0.8020134228187918,In-Hospital Mortality,22.87516846656799,0.0106037139892578,0.2100426774938035,0.7,0.3226859130205107,0.8397841726618704
122,elasticnet_feature_selection25_oversample_oversample,0.7704209328782707,ICU admission,18.199340486526488,0.0108033180236816,0.3720656155438764,0.5875,0.4553650793650793,0.7770552651955092
123,elasticnet_feature_selection30,0.9588241027265418,lvef_abnormal,27.79489641189576,0.0116040706634521,0.4,0.0641025641025641,0.1104761904761904,0.7496369421332925
124,elasticnet_feature_selection30,0.9322147651006712,In-Hospital Mortality,40.62211036682129,0.0146045684814453,0.4866666666666666,0.1399999999999999,0.2172307692307692,0.8793525179856114
125,elasticnet_feature_selection30,0.8685101344291983,ICU admission,28.226228618621825,0.0164049625396728,0.7031851697755587,0.325,0.4424150110977943,0.825174285161219
126,elasticnet_feature_selection30_oversample_oversample,0.8164445310786773,lvef_abnormal,32.853269481658934,0.0154047012329101,0.1254569059888393,0.5217948717948718,0.2006195045793647,0.7390596362275195
127,elasticnet_feature_selection30_oversample_oversample,0.8020134228187918,In-Hospital Mortality,38.59151215553284,0.0160043239593505,0.2100426774938035,0.7,0.3226859130205107,0.8397841726618704
128,elasticnet_feature_selection30_oversample_oversample,0.7704209328782707,ICU admission,26.859957361221312,0.0124035835266113,0.3720656155438764,0.5875,0.4553650793650793,0.7771237072064597
129,adaboost_feature_selection5,0.9546380448819474,lvef_abnormal,0.2083268642425537,0.0206052303314209,0.2,0.0153846153846153,0.0285714285714285,0.728298147108366
130,adaboost_feature_selection5,0.9328859060402686,In-Hospital Mortality,0.1524363040924072,0.016203498840332,0.0,0.0,0.0,0.833974820143885
131,adaboost_feature_selection5,0.8576281024355135,ICU admission,0.099369478225708,0.0164034843444824,0.6621994884910486,0.2708333333333333,0.3820834384600543,0.7811729508876721
132,adaboost_feature_selection5_oversample,0.6972344728442289,lvef_abnormal,0.7901773929595948,0.0210048675537109,0.0747974497233089,0.5051282051282051,0.1295120082201243,0.6070878975039559
133,adaboost_feature_selection5_oversample,0.6536912751677852,In-Hospital Mortality,0.6541474819183349,0.0198047637939453,0.125441643317027,0.69,0.2112483218145762,0.7484352517985611
134,adaboost_feature_selection5_oversample,0.6954052610805415,ICU admission,0.5553033828735352,0.0208537101745605,0.297985535103061,0.5666666666666667,0.3841578111909501,0.7065266716442675
135,adaboost_feature_selection10,0.9574328110913476,lvef_abnormal,0.2198432922363281,0.0186040878295898,0.0,0.0,0.0,0.7362933319721641
136,adaboost_feature_selection10,0.9328859060402686,In-Hospital Mortality,0.1574381351470947,0.017003583908081,0.0,0.0,0.0,0.836906474820144
137,adaboost_feature_selection10,0.8651110956327924,ICU admission,0.0965991973876953,0.0160035610198974,0.7039286049347969,0.2916666666666666,0.4106114573651886,0.8052772592776949
138,adaboost_feature_selection5,0.9546380448819474,lvef_abnormal,0.2076280117034912,0.0158040046691894,0.2,0.0153846153846153,0.0285714285714285,0.728298147108366
139,adaboost_feature_selection5,0.9328859060402686,In-Hospital Mortality,0.1680379390716552,0.0174038887023925,0.0,0.0,0.0,0.833974820143885
140,adaboost_feature_selection5,0.8576281024355135,ICU admission,0.1019895076751709,0.0172037601470947,0.6621994884910486,0.2708333333333333,0.3820834384600543,0.7811729508876721
141,adaboost_feature_selection5_oversample,0.6972344728442289,lvef_abnormal,1.0300305366516114,0.0250053405761718,0.0747974497233089,0.5051282051282051,0.1295120082201243,0.6070878975039559
142,adaboost_feature_selection5_oversample,0.6536912751677852,In-Hospital Mortality,0.9182056903839112,0.0268059253692626,0.125441643317027,0.69,0.2112483218145762,0.7484352517985611
143,adaboost_feature_selection5_oversample,0.6954052610805415,ICU admission,0.6665489673614502,0.0244055747985839,0.297985535103061,0.5666666666666667,0.3841578111909501,0.7065266716442675
144,adaboost_feature_selection10,0.9574328110913476,lvef_abnormal,0.3120700359344482,0.0278063297271728,0.0,0.0,0.0,0.7362933319721641
145,adaboost_feature_selection10,0.9328859060402686,In-Hospital Mortality,0.2508559226989746,0.02460618019104,0.0,0.0,0.0,0.836906474820144
146,adaboost_feature_selection10,0.8651110956327924,ICU admission,0.1436317920684814,0.0234051704406738,0.7039286049347969,0.2916666666666666,0.4106114573651886,0.8052772592776949
147,adaboost_feature_selection10_oversample,0.8067152359835287,lvef_abnormal,0.8330957889556885,0.0176045417785644,0.0998699193526779,0.4243589743589743,0.1612518450275887,0.6496577680227315
148,adaboost_feature_selection10_oversample,0.8087248322147651,In-Hospital Mortality,0.6987468719482421,0.0166038036346435,0.1921217290744049,0.5700000000000001,0.286412572934312,0.795521582733813
149,adaboost_feature_selection10_oversample,0.7608924798588378,ICU admission,0.6021155834197998,0.019236946105957,0.3590902338388692,0.5708333333333334,0.4399707193558679,0.7518982288037166
150,adaboost_feature_selection15,0.9574328110913476,lvef_abnormal,0.2642590999603271,0.0230051040649414,0.0,0.0,0.0,0.7333257533221037
151,adaboost_feature_selection15,0.9328859060402686,In-Hospital Mortality,0.2100474834442138,0.0224047183990478,0.0,0.0,0.0,0.8409172661870503
152,adaboost_feature_selection15,0.8671495902115112,ICU admission,0.1334299087524414,0.0214046001434326,0.716811636935476,0.3083333333333333,0.4284362381018687,0.8157009084121454
153,adaboost_feature_selection15_oversample,0.8422967276625813,lvef_abnormal,0.9534135818481444,0.0272058963775634,0.1250437952958961,0.4423076923076922,0.1932397808856285,0.6846917121807633
154,adaboost_feature_selection15_oversample,0.8181208053691276,In-Hospital Mortality,0.7710578441619873,0.0202046871185302,0.1987168423973362,0.5599999999999999,0.2926307671438245,0.8000359712230216
155,adaboost_feature_selection15_oversample,0.7690394929302778,ICU admission,0.5541242599487305,0.017003583908081,0.3753060714204533,0.6125,0.4650025573816058,0.7717568165477573
156,adaboost_feature_selection20,0.9511488511488512,lvef_abnormal,0.2672597885131836,0.0202045917510986,0.2757142857142857,0.1294871794871795,0.1751960784313725,0.7535634985452504
157,adaboost_feature_selection20,0.9328859060402686,In-Hospital Mortality,0.2288514614105224,0.0240050792694091,0.0,0.0,0.0,0.8407194244604316
158,adaboost_feature_selection20,0.8664693181026676,ICU admission,0.1248280525207519,0.0192042350769042,0.6991424640031452,0.3125,0.4287462820848524,0.8194948426525082
159,adaboost_feature_selection20_oversample,0.853466046148973,lvef_abnormal,0.8219838619232178,0.019004487991333,0.1282860241272821,0.4089743589743589,0.1943388249131758,0.705826314804417
160,adaboost_feature_selection20_oversample,0.8422818791946309,In-Hospital Mortality,0.7319660186767578,0.0202023029327392,0.2201132009354693,0.54,0.3114837357440683,0.8042446043165468
161,adaboost_feature_selection20_oversample,0.7765596340925448,ICU admission,0.6093360424041748,0.0232061862945556,0.383732806891281,0.6041666666666666,0.4691163604549431,0.7781097906642332
162,adaboost_feature_selection25,0.9574328110913476,lvef_abnormal,0.2676597118377685,0.0214047908782958,0.0,0.0,0.0,0.7406824222006704
163,adaboost_feature_selection25,0.9328859060402686,In-Hospital Mortality,0.203645372390747,0.0200041770935058,0.0,0.0,0.0,0.8389748201438849
164,adaboost_feature_selection25,0.8657890459938242,ICU admission,0.1097262382507324,0.0166032314300537,0.6945673006044524,0.3083333333333333,0.4236180769566472,0.8201130675847574
